,,,,,,
,Sales ID,Date,Product Name,Total Revenue,Sales Location,Sales Medium
,AT-2785,09/Jun/18,Milo,$548.80 ,Tasmania,Direct
,AT-3109,21/Jun/18,Milo,$490.00 ,Tasmania,Direct
,AT-4027,24/Jul/18,Milo,"$1,274.00 ",Tasmania,Direct
,AT-5998,04/Oct/18,Milo,$490.00 ,Tasmania,Direct
,AT-7204,16/Nov/18,Milo,$490.00 ,Tasmania,Direct
,AT-8296,16/Feb/19,Milo,"$3,136.00 ",Tasmania,Direct
,AT-8503,28/Feb/19,Nes Cau,"$3,136.00 ",Tasmania,Direct
,AT-8571,04/Mar/19,Nes Cau,"$1,254.40 ",Tasmania,Direct
,AT-9199,09/Apr/19,Nes Cau,"$3,684.80 ",Tasmania,Direct
,AT-9997,20/May/19,Nes Cau,$705.60 ,Tasmania,Direct
,AT-10831,23/Jun/19,Nes Cau,"$2,450.00 ",Tasmania,Direct
,AT-12694,30/Aug/19,Nes Cau,"$3,136.00 ",Tasmania,Direct
,AT-12829,04/Sep/19,Nes Cau,"$3,136.00 ",Tasmania,Direct
,AT-13585,01/Oct/19,Nes Cau,"$2,842.00 ",Tasmania,Direct
,AT-15142,25/Nov/19,Nes Cau,"$2,842.00 ",Tasmania,Direct
,AT-16239,04/Mar/20,Nes Cau,"$1,568.00 ",Tasmania,Direct
,AT-16924,12/Apr/20,Nes Cau,"$2,058.00 ",Tasmania,Direct
,AT-19498,29/Jul/20,Nes Cau,$196.00 ,Tasmania,Direct
,AT-19633,03/Aug/20,Nes Cau,$196.00 ,Tasmania,Direct
,AT-1307,28/Mar/18,Nescafe,$970.26 ,Tasmania,Direct
,AT-2685,05/Jun/18,Nescafe,$967.75 ,Tasmania,Direct
,AT-13849,11/Oct/19,Nescafe,$960.40 ,Tasmania,Online
,AT-2343,21/May/18,Nescafe,$960.40 ,Tasmania,Online
,AT-14171,23/Oct/19,Nescafe,$948.20 ,Tasmania,Direct
,AT-7782,10/Jan/19,Nescafe,$943.74 ,Tasmania,Direct
,AT-5814,28/Sep/18,Smarties,$842.19 ,Tasmania,Online
,AT-10377,06/Jun/19,Smarties,"$1,914.06 ",Tasmania,Online
,AT-11538,18/Jul/19,Smarties,"$1,914.06 ",Tasmania,Online
,AT-12645,28/Aug/19,Smarties,"$2,450.00 ",Tasmania,Online
,AT-13401,25/Sep/19,Smarties,$367.50 ,Tasmania,Online
,AT-4584,14/Aug/18,Nescafe,$911.44 ,Tasmania,Direct
,AT-16130,27/Feb/20,Nescafe,$904.42 ,Tasmania,Direct
,AT-5047,31/Aug/18,Nescafe,$900.38 ,Tasmania,Online
,AT-10931,27/Jun/19,Nescafe,$896.95 ,Tasmania,Direct
,AT-1336,30/Mar/18,Nescafe,$891.80 ,Tasmania,Online
,AT-11388,13/Jul/19,Nescafe,$865.10 ,Tasmania,Direct
,AT-4734,19/Aug/18,Nescafe,$842.19 ,Tasmania,Online
,AT-7553,28/Nov/18,Nescafe,$823.20 ,Tasmania,Online
,AT-15630,25/Jan/20,Nescafe,$796.28 ,Tasmania,Direct
,AT-21125,27/Sep/20,Nescafe,$782.78 ,Tasmania,Online
,AT-16230,04/Mar/20,Nescafe,$780.33 ,Tasmania,Online
,AT-21971,28/Oct/20,Nescafe,$779.10 ,Tasmania,Online
,AT-1679,17/Apr/18,Nescafe,$776.21 ,Tasmania,Direct
,AT-12594,26/Aug/19,Nescafe,$774.20 ,Tasmania,Direct
,AT-15800,06/Feb/20,Nescafe,$762.35 ,Tasmania,Direct
,AT-15401,06/Jan/20,Nescafe,$735.00 ,Tasmania,Online
,AT-18219,13/Jun/20,Nescafe,$727.47 ,Tasmania,Direct
,AT-3805,16/Jul/18,Nescafe,$720.30 ,Tasmania,Online
,AT-16033,21/Feb/20,Nescafe,$703.50 ,Tasmania,Online
,AT-16592,25/Mar/20,Nescafe,$693.04 ,Tasmania,Direct
,AT-1907,29/Apr/18,Nescafe,$679.18 ,Tasmania,Direct
,AT-12636,28/Aug/19,Nescafe,$665.32 ,Tasmania,Direct
,AT-22230,06/Nov/20,Nescafe,$648.82 ,Tasmania,Direct
,AT-13142,16/Sep/19,Nescafe,$646.80 ,Tasmania,Online
,AT-14321,28/Oct/19,Nescafe,$626.22 ,Tasmania,Online
,AT-505,09/Feb/18,Nescafe,$622.55 ,Tasmania,Online
,AT-18279,15/Jun/20,Nescafe,$609.88 ,Tasmania,Direct
,AT-2105,09/May/18,Nescafe,$591.86 ,Tasmania,Direct
,AT-5805,28/Sep/18,Nescafe,$582.16 ,Tasmania,Direct
,AT-12820,04/Sep/19,Nescafe,$573.30 ,Tasmania,Online
,AT-379,01/Feb/18,Nescafe,$557.38 ,Tasmania,Online
,AT-14628,08/Nov/19,Nescafe,$554.44 ,Tasmania,Direct
,AT-16709,01/Apr/20,Nescafe,$514.50 ,Tasmania,Online
,AT-20653,10/Sep/20,Nescafe,$514.50 ,Tasmania,Online
,AT-21436,08/Oct/20,Nescafe,$514.50 ,Tasmania,Online
,AT-3049,19/Jun/18,Nescafe,$428.75 ,Tasmania,Online
,AT-5938,02/Oct/18,Nescafe,$428.75 ,Tasmania,Online
,AT-7048,11/Nov/18,Nescafe,$428.75 ,Tasmania,Online
,AT-19895,13/Aug/20,Nescafe,$415.19 ,Tasmania,Direct
,AT-9207,10/Apr/19,Nescafe,$411.60 ,Tasmania,Online
,AT-9041,01/Apr/19,Nescafe,$411.60 ,Tasmania,Online
,AT-12769,02/Sep/19,Nescafe,$411.60 ,Tasmania,Online
,AT-17966,03/Jun/20,Nescafe,$391.39 ,Tasmania,Online
,AT-19398,25/Jul/20,Nescafe,$387.10 ,Tasmania,Direct
,AT-2736,07/Jun/18,Nescafe,$382.81 ,Tasmania,Online
,AT-446,05/Feb/18,Nescafe,$360.15 ,Tasmania,Online
,AT-4129,28/Jul/18,Nescafe,$360.15 ,Tasmania,Online
,AT-11851,30/Jul/19,Nescafe,$343.00 ,Tasmania,Online
,AT-3492,04/Jul/18,Nescafe,$321.56 ,Tasmania,Online
,AT-1368,01/Apr/18,Nescafe,$308.70 ,Tasmania,Online
,AT-6561,25/Oct/18,Nescafe,$291.08 ,Tasmania,Direct
,AT-12062,07/Aug/19,Nescafe,$235.20 ,Tasmania,Online
,AT-19946,15/Aug/20,Nescafe,$147.00 ,Tasmania,Online
,AT-18884,06/Jul/20,Nescafe,$130.46 ,Tasmania,Online
,AT-19964,15/Aug/20,Nescafe,$130.46 ,Tasmania,Online
,AT-19002,11/Jul/20,Nescafe,$285.09 ,Tasmania,Direct
,AT-11415,14/Jul/19,Nescafe,$279.19 ,Tasmania,Direct
,AT-10444,09/Jun/19,Nescafe,$277.10 ,Tasmania,Online
,AT-6775,02/Nov/18,Nescafe,$270.33 ,Tasmania,Online
,AT-10958,28/Jun/19,Nescafe,$269.08 ,Tasmania,Direct
,AT-10395,07/Jun/19,Nescafe,$243.95 ,Tasmania,Direct
,AT-10596,14/Jun/19,Nescafe,$241.94 ,Tasmania,Direct
,AT-11352,11/Jul/19,Nescafe,$241.94 ,Tasmania,Direct
,AT-11676,23/Jul/19,Nescafe,$241.94 ,Tasmania,Direct
,AT-17982,04/Jun/20,Nescafe,$235.63 ,Tasmania,Direct
,AT-17641,19/May/20,Nescafe,$228.70 ,Tasmania,Direct
,AT-22831,26/Nov/20,Nescafe,$222.95 ,Tasmania,Online
,AT-1387,02/Apr/18,Nescafe,$221.24 ,Tasmania,Online
,AT-12200,12/Aug/19,Nescafe,$217.83 ,Tasmania,Direct
,AT-13927,14/Oct/19,Nescafe,$213.40 ,Tasmania,Online
,AT-22188,04/Nov/20,Nescafe,$212.91 ,Tasmania,Direct
,AT-9627,02/May/19,Nescafe,$208.41 ,Tasmania,Direct
,AT-6016,05/Oct/18,Nescafe,$200.66 ,Tasmania,Online
,AT-16247,05/Mar/20,Nescafe,$195.08 ,Tasmania,Online
,AT-12198,12/Aug/19,Nescafe,$188.75 ,Tasmania,Direct
,AT-3125,22/Jun/18,Nescafe,$185.22 ,Tasmania,Online
,AT-9973,19/May/19,Nescafe,$182.96 ,Tasmania,Direct
,AT-6338,17/Oct/18,Nescafe,$182.65 ,Tasmania,Online
,AT-9436,22/Apr/19,Nescafe,$180.88 ,Tasmania,Direct
,AT-19326,23/Jul/20,Nescafe,$176.95 ,Tasmania,Direct
,AT-7794,11/Jan/19,Nescafe,$173.02 ,Tasmania,Direct
,AT-2884,13/Jun/18,Nescafe,$161.64 ,Tasmania,Online
,AT-10211,31/May/19,Nescafe,$161.21 ,Tasmania,Online
,AT-1768,22/Apr/18,Nescafe,$158.27 ,Tasmania,Direct
,AT-8952,27/Mar/19,Nescafe,$157.29 ,Tasmania,Direct
,AT-162,14/Jan/18,Nescafe,$154.83 ,Tasmania,Direct
,AT-7896,19/Jan/19,Nescafe,"$3,049.39 ",Tasmania,Direct
,AT-11151,04/Jul/19,Nescafe,"$2,772.18 ",Tasmania,Direct
,AT-15942,15/Feb/20,Nescafe,"$2,744.00 ",Tasmania,Online
,AT-3591,08/Jul/18,Nescafe,"$2,716.73 ",Tasmania,Direct
,AT-13169,17/Sep/19,Nescafe,"$2,646.00 ",Tasmania,Online
,AT-8141,07/Feb/19,Nescafe,"$2,587.20 ",Tasmania,Online
,AT-3792,15/Jul/18,Nescafe,$12.94 ,Tasmania,Direct
,AT-14656,09/Nov/19,Nescafe,$12.54 ,Tasmania,Online
,AT-16216,03/Mar/20,Nescafe,$12.35 ,Tasmania,Online
,AT-12847,05/Sep/19,Nescafe,$12.34 ,Tasmania,Online
,AT-521,10/Feb/18,Nescafe,$12.10 ,Tasmania,Online
,AT-8781,17/Mar/19,Nescafe,$12.01 ,Tasmania,Online
,AT-17394,07/May/20,Nescafe,$11.80 ,Tasmania,Online
,AT-21423,07/Oct/20,Nescafe,$13.23 ,Tasmania,Direct
,AT-8274,15/Feb/19,Nescafe,$12.26 ,Tasmania,Online
,AT-4340,05/Aug/18,Nescafe,$12.10 ,Tasmania,Online
,AT-22840,26/Nov/20,Nescafe,$12.10 ,Tasmania,Direct
,AT-10717,19/Jun/19,Nescafe,$12.10 ,Tasmania,Online
,AT-4548,12/Aug/18,Nescafe,$11.89 ,Tasmania,Direct
,AT-12350,17/Aug/19,Nescafe,"$2,087.40 ",Tasmania,Online
,AT-2613,03/Jun/18,Nescafe,"$2,064.43 ",Tasmania,Direct
,AT-16951,14/Apr/20,Nescafe,"$2,058.00 ",Tasmania,Online
,AT-10335,05/Jun/19,Nescafe,"$1,966.13 ",Tasmania,Direct
,AT-1698,18/Apr/18,Nescafe,"$1,940.52 ",Tasmania,Direct
,AT-21002,23/Sep/20,Nescafe,"$1,922.03 ",Tasmania,Direct
,AT-14348,29/Oct/19,Nescafe,"$1,891.71 ",Tasmania,Online
,AT-22774,24/Nov/20,Nescafe,"$1,886.50 ",Tasmania,Online
,AT-20244,26/Aug/20,Nescafe,"$1,867.82 ",Tasmania,Direct
,AT-18304,16/Jun/20,Nescafe,"$1,800.75 ",Tasmania,Online
,AT-5772,27/Sep/18,Nescafe,"$1,789.17 ",Tasmania,Direct
,AT-8063,02/Feb/19,Nescafe,"$1,751.75 ",Tasmania,Online
,AT-2125,10/May/18,Nescafe,"$1,746.47 ",Tasmania,Direct
,AT-15691,30/Jan/20,Nescafe,"$1,672.13 ",Tasmania,Online
,AT-3335,29/Jun/18,Maggi,$959.48 ,Tasmania,Online
,AT-3470,03/Jul/18,Maggi,$959.48 ,Tasmania,Online
,AT-4550,12/Aug/18,Maggi,$811.87 ,Tasmania,Online
,AT-5468,01/Jan/18,Maggi,$369.03 ,Tasmania,Online
,AT-6548,24/Oct/18,Maggi,$369.03 ,Tasmania,Online
,AT-11111,02/Jul/19,Maggi,"$2,361.80 ",Tasmania,Online
,AT-12299,15/Aug/19,Maggi,"$2,361.80 ",Tasmania,Online
,AT-13379,24/Sep/19,Maggi,"$2,361.80 ",Tasmania,Online
,AT-14135,21/Oct/19,Maggi,"$2,140.38 ",Tasmania,Online
,AT-17942,02/Jun/20,Maggi,$442.84 ,Tasmania,Online
,AT-20183,23/Aug/20,Maggi,$885.68 ,Tasmania,Online
,AT-20939,20/Sep/20,Maggi,$885.68 ,Tasmania,Online
,AT-22190,04/Nov/20,Maggi,"$1,623.74 ",Tasmania,Online
,AT-1293,27/Mar/18,Maggi,$696.72 ,Tasmania,Direct
,AT-1968,02/May/18,Maggi,$836.06 ,Tasmania,Direct
,AT-2208,14/May/18,Maggi,$497.66 ,Tasmania,Direct
,AT-3783,15/Jul/18,Maggi,"$1,293.91 ",Tasmania,Direct
,AT-4539,12/Aug/18,Maggi,"$1,094.84 ",Tasmania,Direct
,AT-4863,24/Aug/18,Maggi,"$1,094.84 ",Tasmania,Direct
,AT-5781,27/Sep/18,Maggi,"$1,094.84 ",Tasmania,Direct
,AT-9559,28/Apr/19,Maggi,$477.75 ,Tasmania,Direct
,AT-9936,17/May/19,Maggi,"$1,194.38 ",Tasmania,Direct
,AT-10344,05/Jun/19,Maggi,$238.88 ,Tasmania,Direct
,AT-11424,14/Jul/19,Maggi,"$2,488.28 ",Tasmania,Direct
,AT-12612,27/Aug/19,Maggi,"$3,185.00 ",Tasmania,Direct
,AT-14601,07/Nov/19,Maggi,"$2,886.41 ",Tasmania,Direct
,AT-15883,11/Feb/20,Maggi,$696.72 ,Tasmania,Direct
,AT-17784,26/May/20,Maggi,$398.13 ,Tasmania,Direct
,AT-18255,14/Jun/20,Maggi,$497.66 ,Tasmania,Direct
,AT-19011,11/Jul/20,Maggi,$597.19 ,Tasmania,Direct
,AT-21414,07/Oct/20,Maggi,"$1,194.38 ",Tasmania,Direct
,AT-22179,04/Nov/20,Maggi,"$2,189.69 ",Tasmania,Direct
,AT-22539,16/Nov/20,Maggi,"$2,189.69 ",Tasmania,Direct
,AT-433,04/Feb/18,Kit Kat,$268.61 ,Tasmania,Online
,AT-625,16/Feb/18,Kit Kat,$268.61 ,Tasmania,Online
,AT-2206,14/May/18,Kit Kat,$564.08 ,Tasmania,Online
,AT-3025,18/Jun/18,Kit Kat,"$1,235.61 ",Tasmania,Online
,AT-4105,27/Jul/18,Kit Kat,$349.20 ,Tasmania,Online
,AT-4861,24/Aug/18,Kit Kat,"$1,692.25 ",Tasmania,Online
,AT-7291,19/Nov/18,Kit Kat,$698.39 ,Tasmania,Online
,AT-8341,19/Feb/19,Kit Kat,$844.21 ,Tasmania,Online
,AT-9082,03/Apr/19,Kit Kat,"$1,227.94 ",Tasmania,Online
,AT-10174,29/May/19,Kit Kat,"$1,381.43 ",Tasmania,Online
,AT-10909,26/Jun/19,Kit Kat,$306.99 ,Tasmania,Online
,AT-11665,23/Jul/19,Kit Kat,"$1,780.51 ",Tasmania,Online
,AT-12907,07/Sep/19,Kit Kat,"$1,227.94 ",Tasmania,Online
,AT-13825,10/Oct/19,Kit Kat,$337.68 ,Tasmania,Online
,AT-14959,19/Nov/19,Kit Kat,$798.16 ,Tasmania,Online
,AT-16153,28/Feb/20,Kit Kat,"$2,609.37 ",Tasmania,Online
,AT-16921,12/Apr/20,Kit Kat,"$1,534.93 ",Tasmania,Online
,AT-18577,26/Jun/20,Kit Kat,$383.73 ,Tasmania,Online
,AT-20629,09/Sep/20,Kit Kat,$460.48 ,Tasmania,Online
,AT-21736,19/Oct/20,Kit Kat,$729.09 ,Tasmania,Online
,AT-22537,16/Nov/20,Kit Kat,$345.36 ,Tasmania,Online
,AT-181,16/Jan/18,Kit Kat,$161.17 ,Tasmania,Online
,AT-725,23/Feb/18,Kit Kat,"$3,292.80 ",Tasmania,Direct
,AT-1706,19/Apr/18,Kit Kat,"$5,022.55 ",Tasmania,Direct
,AT-2354,22/May/18,Kit Kat,$788.90 ,Tasmania,Online
,AT-2824,11/Jun/18,Kit Kat,"$1,470.18 ",Tasmania,Online
,AT-3904,20/Jul/18,Kit Kat,"$2,014.70 ",Tasmania,Online
,AT-5956,03/Oct/18,Kit Kat,$653.42 ,Tasmania,Online
,AT-7069,12/Nov/18,Kit Kat,$249.70 ,Tasmania,Online
,AT-8029,31/Jan/19,Kit Kat,$940.80 ,Tasmania,Direct
,AT-10202,31/May/19,Kit Kat,"$1,244.60 ",Tasmania,Online
,AT-10708,19/Jun/19,Kit Kat,"$1,944.69 ",Tasmania,Online
,AT-11464,16/Jul/19,Kit Kat,"$1,182.37 ",Tasmania,Online
,AT-13867,12/Oct/19,Kit Kat,"$2,489.20 ",Tasmania,Online
,AT-14647,09/Nov/19,Kit Kat,$642.10 ,Tasmania,Online
,AT-15007,21/Nov/19,Kit Kat,$642.10 ,Tasmania,Online
,AT-16207,03/Mar/20,Kit Kat,"$2,499.00 ",Tasmania,Online
,AT-17870,31/May/20,Kit Kat,"$1,555.75 ",Tasmania,Online
,AT-18295,16/Jun/20,Kit Kat,"$2,644.78 ",Tasmania,Online
,AT-18619,28/Jun/20,Kit Kat,"$2,333.63 ",Tasmania,Online
,AT-19537,31/Jul/20,Kit Kat,$466.73 ,Tasmania,Online
,AT-20428,02/Sep/20,Kit Kat,"$1,244.60 ",Tasmania,Online
,AT-21508,11/Oct/20,Kit Kat,"$1,166.81 ",Tasmania,Online
,AT-22765,24/Nov/20,Kit Kat,"$2,586.22 ",Tasmania,Online
,AT-2191,01/Jan/18,Nescafe Gold,"$4,630.50 ",Tasmania,Online
,AT-2571,17/Feb/18,Nescafe Gold,$308.70 ,Tasmania,Online
,AT-3732,25/Mar/18,Nescafe Gold,$180.08 ,Tasmania,Online
,AT-4812,22/Aug/18,Nescafe Gold,$565.95 ,Tasmania,Online
,AT-5568,25/Mar/18,Nescafe Gold,$874.65 ,Tasmania,Online
,AT-9779,09/May/19,Nescafe Gold,"$7,644.00 ",Tasmania,Online
,AT-10019,21/May/19,Nescafe Gold,"$3,939.60 ",Tasmania,Online
,AT-11616,21/Jul/19,Nescafe Gold,$470.40 ,Tasmania,Online
,AT-12399,19/Aug/19,Nescafe Gold,$588.00 ,Tasmania,Online
,AT-12723,31/Aug/19,Nescafe Gold,$294.00 ,Tasmania,Online
,AT-13614,02/Oct/19,Nescafe Gold,$176.40 ,Tasmania,Online
,AT-14544,05/Nov/19,Nescafe Gold,$617.40 ,Tasmania,Online
,AT-17747,24/May/20,Nescafe Gold,$294.00 ,Tasmania,Online
,AT-18204,12/Jun/20,Nescafe Gold,"$2,866.50 ",Tasmania,Online
,AT-19284,21/Jul/20,Nescafe Gold,$588.00 ,Tasmania,Online
,AT-21363,05/Oct/20,Nescafe Gold,"$1,176.00 ",Tasmania,Online
,AT-22482,14/Nov/20,Nescafe Gold,$735.00 ,Tasmania,Online
,AT-4490,10/Aug/18,Nescafe Gold,"$1,096.19 ",Tasmania,Direct
,AT-5246,07/Sep/18,Nescafe Gold,"$1,096.19 ",Tasmania,Direct
,AT-5570,19/Sep/18,Nescafe Gold,"$1,096.19 ",Tasmania,Direct
,AT-6488,22/Oct/18,Nescafe Gold,$498.27 ,Tasmania,Direct
,AT-7658,01/Dec/18,Nescafe Gold,"$99,653.75 ",Tasmania,Direct
,AT-12158,10/Aug/19,Nescafe Gold,"$3,188.92 ",Tasmania,Direct
,AT-13319,22/Sep/19,Nescafe Gold,"$3,188.92 ",Tasmania,Direct
,AT-14399,31/Oct/19,Nescafe Gold,$318.89 ,Tasmania,Direct
,AT-15236,28/Nov/19,Nescafe Gold,"$2,889.96 ",Tasmania,Direct
,AT-18962,09/Jul/20,Nescafe Gold,$199.31 ,Tasmania,Direct
,AT-19718,06/Aug/20,Nescafe Gold,$199.31 ,Tasmania,Direct
,AT-21203,30/Sep/20,Nescafe Gold,$199.31 ,Tasmania,Direct
,AT-21986,28/Oct/20,Nescafe Gold,"$1,195.85 ",Tasmania,Direct
,AT-22124,02/Nov/20,Nescafe Gold,"$2,192.38 ",Tasmania,Direct
,AT-831,28/Feb/18,Nes Cau,"$2,816.89 ",Tasmania,Direct
,AT-969,08/Mar/18,Nes Cau,$782.47 ,Tasmania,Direct
,AT-1567,11/Apr/18,Nes Cau,"$1,643.18 ",Tasmania,Direct
,AT-3134,22/Jun/18,Nes Cau,"$1,095.46 ",Tasmania,Direct
,AT-5510,17/Sep/18,Nes Cau,$469.48 ,Tasmania,Direct
,AT-6266,14/Oct/18,Nes Cau,$558.91 ,Tasmania,Direct
,AT-6590,26/Oct/18,Nes Cau,$558.91 ,Tasmania,Direct
,AT-7592,29/Nov/18,Nes Cau,$558.91 ,Tasmania,Direct
,AT-8438,25/Feb/19,Nes Cau,"$2,682.75 ",Tasmania,Direct
,AT-8790,17/Mar/19,Nes Cau,$447.13 ,Tasmania,Direct
,AT-9178,08/Apr/19,Nes Cau,"$1,699.08 ",Tasmania,Direct
,AT-11153,04/Jul/19,Nes Cau,"$2,794.53 ",Tasmania,Direct
,AT-12098,08/Aug/19,Nes Cau,"$3,577.00 ",Tasmania,Direct
,AT-13178,17/Sep/19,Milo,$536.55 ,Tasmania,Direct
,AT-14339,29/Oct/19,Milo,$447.13 ,Tasmania,Direct
,AT-16407,14/Mar/20,Milo,"$2,682.75 ",Tasmania,Direct
,AT-16611,26/Mar/20,Milo,$335.34 ,Tasmania,Direct
,AT-17131,23/Apr/20,Milo,"$1,069.91 ",Tasmania,Direct
,AT-17403,07/May/20,Milo,"$2,906.31 ",Tasmania,Direct
,AT-18902,07/Jul/20,Milo,$670.69 ,Tasmania,Direct
,AT-19982,16/Aug/20,Milo,$670.69 ,Tasmania,Direct
,AT-20738,13/Sep/20,Milo,"$1,341.38 ",Tasmania,Direct
,AT-454,06/Feb/18,Milo,"$13,312.69 ",Tasmania,Direct
,AT-991,10/Mar/18,Milo,$798.76 ,Tasmania,Direct
,AT-1365,01/Apr/18,Milo,$798.76 ,Tasmania,Direct
,AT-2435,26/May/18,Milo,$950.91 ,Tasmania,Direct
,AT-3338,30/Jun/18,Milo,"$8,120.74 ",Tasmania,Direct
,AT-4229,01/Aug/18,Milo,"$2,472.36 ",Tasmania,Direct
,AT-5309,10/Sep/18,Milo,"$3,195.05 ",Tasmania,Direct
,AT-6065,07/Oct/18,Milo,"$1,996.90 ",Tasmania,Direct
,AT-7640,01/Dec/18,Milo,"$32,602.50 ",Tasmania,Direct
,AT-8170,09/Feb/19,Milo,"$2,282.18 ",Tasmania,Direct
,AT-8659,10/Mar/19,Milo,$912.87 ,Tasmania,Direct
,AT-9090,04/Apr/19,Milo,"$2,738.61 ",Tasmania,Direct
,AT-12140,10/Aug/19,Milo,"$2,434.32 ",Tasmania,Direct
,AT-12896,07/Sep/19,Milo,"$6,085.80 ",Tasmania,Direct
,AT-13220,19/Sep/19,Milo,"$1,825.74 ",Tasmania,Direct
,AT-14138,22/Oct/19,Milo,"$4,564.35 ",Tasmania,Direct
,AT-15308,01/Dec/19,Milo,"$10,867.50 ",Tasmania,Direct
,AT-15434,09/Jan/20,Milo,"$7,417.07 ",Tasmania,Direct
,AT-15982,18/Feb/20,Milo,"$10,269.79 ",Tasmania,Direct
,AT-16276,07/Mar/20,Milo,"$4,754.53 ",Tasmania,Direct
,AT-16929,13/Apr/20,Milo,"$10,269.79 ",Tasmania,Direct
,AT-19781,09/Aug/20,Milo,"$2,282.18 ",Tasmania,Direct
,AT-20942,21/Sep/20,Milo,"$2,282.18 ",Tasmania,Direct
,AT-22049,31/Oct/20,Milo,"$1,141.09 ",Tasmania,Direct
,AT-22886,28/Nov/20,Milo,"$8,748.34 ",Tasmania,Direct
,AT-304,26/Jan/18,Nestle Drumstick,$418.55 ,Tasmania,Direct
,AT-2197,14/May/18,Nestle Drumstick,$906.85 ,Tasmania,Direct
,AT-2437,26/May/18,Nestle Drumstick,$498.27 ,Tasmania,Direct
,AT-2611,03/Jun/18,Nestle Drumstick,"$1,046.36 ",Tasmania,Direct
,AT-4096,27/Jul/18,Nestle Drumstick,"$1,813.70 ",Tasmania,Direct
,AT-4852,24/Aug/18,Nestle Drumstick,$627.82 ,Tasmania,Direct
,AT-6067,07/Oct/18,Nestle Drumstick,$498.27 ,Tasmania,Direct
,AT-7012,10/Nov/18,Nestle Drumstick,$498.27 ,Tasmania,Direct
,AT-7936,23/Jan/19,Nestle Drumstick,"$2,192.38 ",Tasmania,Direct
,AT-9567,29/Apr/19,Nestle Drumstick,$797.23 ,Tasmania,Direct
,AT-10165,29/May/19,Nestle Drumstick,$717.51 ,Tasmania,Direct
,AT-10657,17/Jun/19,Nestle Drumstick,"$2,491.34 ",Tasmania,Direct
,AT-11737,26/Jul/19,Nestle Drumstick,"$2,491.34 ",Tasmania,Direct
,AT-13816,10/Oct/19,Nestle Drumstick,"$3,188.92 ",Tasmania,Direct
,AT-14950,19/Nov/19,Nestle Drumstick,$318.89 ,Tasmania,Direct
,AT-15712,01/Feb/20,Nestle Drumstick,"$2,192.38 ",Tasmania,Direct
,AT-16278,07/Mar/20,Nestle Drumstick,$298.96 ,Tasmania,Direct
,AT-18568,26/Jun/20,Nestle Drumstick,$398.62 ,Tasmania,Direct
,AT-19324,23/Jul/20,Nestle Drumstick,"$1,195.85 ",Tasmania,Direct
,AT-21727,19/Oct/20,Nestle Drumstick,"$1,195.85 ",Tasmania,Direct
,AT-22528,16/Nov/20,Nestle Drumstick,"$2,192.38 ",Tasmania,Direct
,AT-22888,28/Nov/20,Nestle Drumstick,"$2,192.38 ",Tasmania,Direct
,AT-039,04/Jan/18,Nestle Drumstick,"$6,592.03 ",Tasmania,Direct
,AT-183,16/Jan/18,Nestle Drumstick,$878.94 ,Tasmania,Direct
,AT-647,18/Feb/18,Nestle Drumstick,$878.94 ,Tasmania,Direct
,AT-1162,20/Mar/18,Nestle Drumstick,$878.94 ,Tasmania,Direct
,AT-1575,12/Apr/18,Nestle Drumstick,"$1,164.14 ",Tasmania,Direct
,AT-3582,08/Jul/18,Nestle Drumstick,"$1,632.31 ",Tasmania,Direct
,AT-4338,05/Aug/18,Nestle Drumstick,"$1,632.31 ",Tasmania,Direct
,AT-5823,29/Sep/18,Nestle Drumstick,"$1,381.19 ",Tasmania,Direct
,AT-6579,26/Oct/18,Nestle Drumstick,$627.81 ,Tasmania,Direct
,AT-7887,19/Jan/19,Nestle Drumstick,$602.70 ,Tasmania,Direct
,AT-8267,15/Feb/19,Nestle Drumstick,"$2,762.38 ",Tasmania,Direct
,AT-8983,29/Mar/19,Nestle Drumstick,$602.70 ,Tasmania,Direct
,AT-9186,09/Apr/19,Nestle Drumstick,$602.70 ,Tasmania,Direct
,AT-9784,10/May/19,Nestle Drumstick,"$1,004.50 ",Tasmania,Direct
,AT-10386,07/Jun/19,Nestle Drumstick,"$1,808.10 ",Tasmania,Direct
,AT-11142,04/Jul/19,Nestle Drumstick,"$3,139.06 ",Tasmania,Direct
,AT-11466,16/Jul/19,Nestle Drumstick,"$3,139.06 ",Tasmania,Direct
,AT-12411,20/Aug/19,Nestle Drumstick,$602.70 ,Tasmania,Direct
,AT-13491,29/Sep/19,Nestle Drumstick,"$4,018.00 ",Tasmania,Direct
,AT-15663,28/Jan/20,Nestle Drumstick,$251.13 ,Tasmania,Direct
,AT-16600,26/Mar/20,Nestle Drumstick,"$2,636.81 ",Tasmania,Direct
,AT-17139,24/Apr/20,Nestle Drumstick,$376.69 ,Tasmania,Direct
,AT-17632,19/May/20,Nestle Drumstick,"$1,757.88 ",Tasmania,Direct
,AT-18054,07/Jun/20,Nestle Drumstick,"$2,260.13 ",Tasmania,Direct
,AT-19215,19/Jul/20,Nestle Drumstick,$753.38 ,Tasmania,Direct
,AT-20295,28/Aug/20,Nestle Drumstick,$251.13 ,Tasmania,Direct
,AT-21051,25/Sep/20,Nestle Drumstick,"$4,143.56 ",Tasmania,Direct
,AT-020,02/Jan/18,Nes Cau,"$2,242.36 ",Tasmania,Direct
,AT-588,14/Feb/18,Smarties,"$2,690.84 ",Tasmania,Direct
